date,mean_light,median_light,sum_light,std_light,min_light,max_light,TAT_250_MEDI,TAT_2500_lux,Light_M10,Light_M10_Start,Light_L5,Light_L5_Start
20/05/2024,1.089010819,0.854913022,3136.351159,1.158924682,0,4.600546229,187.5,45.5,2.137142438,20/05/2024 17:01,0.144116583,21/05/2024 10:41
21/05/2024,1.294614112,1.172018809,3728.488643,1.076240137,0,4.792131735,162.5,57,2.078938276,21/05/2024 21:01,0.086800704,22/05/2024 11:39
22/05/2024,1.190280363,1.098643726,3428.007445,0.935658841,0,4.536772002,108,60,2.569753118,22/05/2024 18:23,0,23/05/2024 09:03
23/05/2024,1.201916732,1.302256798,3461.520189,0.912243606,0,3.813311389,36.5,0.5,1.980048031,24/05/2024 16:05,0.372433731,24/05/2024 08:15
24/05/2024,1.488231627,1.253822439,4286.107087,1.089048059,0,4.424376516,253,48.5,2.220954541,25/05/2024 16:05,0,25/05/2024 03:34
25/05/2024,1.597991249,1.774653837,4602.214797,1.325219567,0,4.313900529,422,83.5,3.533886383,25/05/2024 16:05,0.045522511,26/05/2024 04:49
26/05/2024,1.45383257,1.760384783,4187.0378,1.037362871,0,4.075624325,122.5,10,2.524640465,26/05/2024 16:05,0,27/05/2024 05:25
27/05/2024,1.300415983,1.691302563,3745.198031,1.029530663,0,4.520275179,70,15,2.662476686,27/05/2024 16:05,0,28/05/2024 04:04
28/05/2024,1.248064134,1.629205657,3594.424706,0.924607961,0,3.885851786,22,6.5,2.144858706,28/05/2024 16:10,0,29/05/2024 04:26
29/05/2024,1.327355953,1.596597096,3822.785144,1.044428484,0,3.945269611,105,20,2.638307913,29/05/2024 16:06,0.073857912,30/05/2024 04:06
30/05/2024,,1.298088569,,,,4.273690038,50.5,8,1.845648713,30/05/2024 18:14,0,31/05/2024 05:18
31/05/2024,1.377654179,1.547343888,3967.644035,1.059326683,0,4.361802981,160.5,30,2.734270137,31/05/2024 19:43,0,01/06/2024 04:31
01/06/2024,1.150875794,1.172018809,3314.522287,1.049261491,0,5.033539954,92,17,2.158686525,02/06/2024 16:05,0,02/06/2024 04:42
02/06/2024,1.531374767,1.592343335,4410.359328,1.310934878,0,4.856201437,276.5,141.5,2.460449837,02/06/2024 16:47,0,03/06/2024 05:03
03/06/2024,1.484465634,1.443369905,4275.261026,1.350575758,0,4.222896393,362,156,3.22639882,03/06/2024 16:05,0,04/06/2024 05:27
04/06/2024,1.503907753,1.421768401,4331.254328,1.294525605,0,4.222576018,317.5,129.5,2.800462749,04/06/2024 16:05,0,05/06/2024 05:23
05/06/2024,1.525961783,1.613207352,4394.769935,1.337903877,0,4.069398706,398,116,3.24742531,05/06/2024 16:35,0,06/06/2024 05:40
06/06/2024,1.474303762,1.537756149,4245.994835,1.272731946,0,4.230908519,327,96,3.719877534,06/06/2024 16:06,0,07/06/2024 05:23
07/06/2024,1.419936915,1.48083377,4089.418316,1.299308091,0,4.499034051,312,67.5,3.003672689,07/06/2024 16:07,0,08/06/2024 04:56
08/06/2024,1.101779994,0.854913022,3173.126383,1.04091652,0,4.16362525,104.5,8.5,2.910395743,08/06/2024 16:05,0.008937034,09/06/2024 05:47
09/06/2024,1.229454124,1.280919663,3540.827877,1.020247103,0,3.94130666,139.5,28,3.001534688,09/06/2024 16:05,0,10/06/2024 05:05
10/06/2024,1.397709727,1.463967604,4025.404013,1.310310102,0,4.603155853,312.5,91.5,3.889921041,10/06/2024 16:05,0,11/06/2024 05:00
11/06/2024,1.405469014,1.497137064,4047.75076,1.261102161,0,4.138452386,290.5,77.5,3.442758213,11/06/2024 16:13,0,12/06/2024 05:10
12/06/2024,1.120455196,0.805500858,3226.910964,1.224807654,0,4.667896361,217.5,78.5,3.291223694,12/06/2024 16:05,0,13/06/2024 05:50
13/06/2024,1.139262151,0.818205079,3281.074994,1.212034206,0,3.829653641,225,49,3.023087456,13/06/2024 16:07,0,14/06/2024 05:15
14/06/2024,1.237302031,0.778513012,3563.429849,1.361071152,0,4.796043004,325.5,128,2.235317971,14/06/2024 17:58,0,15/06/2024 04:34
15/06/2024,1.12723366,1.214843848,3246.432939,1.052799535,0,4.418420292,101.5,10.5,2.37130255,15/06/2024 16:07,0.01089494,16/06/2024 05:39
16/06/2024,1.400518369,1.306425028,4033.492902,1.354944769,0,4.713092187,283,154.5,3.967373264,16/06/2024 16:07,0,17/06/2024 04:11
17/06/2024,1.154779876,1.204526943,3325.766044,1.049778126,0,4.451006461,109.5,17,1.943332734,18/06/2024 16:05,0,18/06/2024 05:13
18/06/2024,,1.631160237,,,,4.718777955,183,51.5,2.716304177,18/06/2024 16:05,0,19/06/2024 04:20
19/06/2024,1.239250565,1.512817759,3569.041626,1.031622597,0,4.364064839,79,25,2.252582938,19/06/2024 16:32,0,20/06/2024 04:44
20/06/2024,1.341842356,1.510235636,3864.505987,1.026868195,0,4.561308698,104.5,35.5,2.289459234,20/06/2024 19:54,0,20/06/2024 16:05
21/06/2024,1.16717221,1.193958978,3361.455966,1.056958582,0,4.863405785,95.5,34,2.276908958,21/06/2024 19:56,0,22/06/2024 04:08
22/06/2024,1.233783838,1.530416839,3553.297453,0.96949683,0,3.71083129,48.5,2,2.263434467,22/06/2024 16:11,0,23/06/2024 05:14
23/06/2024,1.442444763,1.747117789,4154.240917,1.322237408,0,4.274046027,319,53,3.098586268,23/06/2024 16:05,0,24/06/2024 03:40
24/06/2024,1.279587042,1.489070701,3685.21068,1.07372027,0,4.427286768,131,18.5,2.444002426,24/06/2024 16:07,0.015784717,25/06/2024 04:58
25/06/2024,1.034615673,1.13687904,2979.693139,0.952501655,0,4.193243735,40,7.5,4.15752567,25/06/2024 16:05,0,26/06/2024 04:16
26/06/2024,0.998767883,0,2876.451502,1.122874801,0,4.563927017,74,27,4.076073635,26/06/2024 16:05,0,26/06/2024 23:24
27/06/2024,,0,,,,0,0,0,2.044752849,28/06/2024 10:48,0,28/06/2024 10:43
28/06/2024,,1.711258744,,,,4.276459047,33.5,7.5,2.087692818,28/06/2024 17:40,0.006199029,29/06/2024 06:40
29/06/2024,1.185022086,1.204526943,3412.863606,1.095612051,0,4.36743569,152.5,31,2.853710377,29/06/2024 16:05,0,30/06/2024 05:37
30/06/2024,1.111568406,1.041787319,3201.317009,1.047839491,0,4.067914064,121.5,26.5,2.731563782,30/06/2024 17:30,0,01/07/2024 05:00
01/07/2024,1.339208329,1.322632712,3856.919987,1.192790826,0,3.983584795,247,85,3.135047369,01/07/2024 16:15,0,02/07/2024 05:18
02/07/2024,1.313687244,1.280919663,3783.419262,1.140356798,0,4.410669954,238.5,29,3.294301631,02/07/2024 16:15,0,03/07/2024 05:52
03/07/2024,1.364442003,1.421768401,3929.592969,1.158045145,0,4.481560144,210,63.5,2.410663737,03/07/2024 17:48,0,04/07/2024 05:03
04/07/2024,1.494846941,1.489070701,4305.159191,1.157889204,0,4.450390462,261,61.5,2.730720802,04/07/2024 16:57,0,05/07/2024 05:31
05/07/2024,1.302633494,1.098643726,3751.584462,1.190155837,0,3.883671654,281.5,29,3.221901737,05/07/2024 16:06,0,06/07/2024 05:04
06/07/2024,1.138704031,1.148910993,3279.467608,0.926145737,0,3.91827469,75.5,10.5,2.7596066,06/07/2024 17:14,0,07/07/2024 04:58
07/07/2024,1.044988572,0.985003281,3009.567088,0.908668275,0,3.823069743,40.5,3.5,2.339454247,07/07/2024 16:06,0,08/07/2024 04:57
08/07/2024,1.51622604,1.234770295,4366.730995,1.367194843,0,4.103482156,452,135.5,3.269427651,08/07/2024 16:37,0,09/07/2024 04:51
09/07/2024,0.886444932,0.854913022,2552.961404,0.890449641,0,3.261476989,22.5,0,2.238123896,10/07/2024 16:05,0.00023575,10/07/2024 05:32
10/07/2024,1.603833372,1.659535907,4619.040111,1.259990562,0,4.213180816,358,110.5,3.757033436,10/07/2024 16:13,0,11/07/2024 05:14
11/07/2024,1.427404006,1.480868924,4110.923537,1.217096801,0,4.534218829,281.5,49,2.607722884,11/07/2024 17:24,0,12/07/2024 04:36
12/07/2024,1.249024765,1.507653513,3597.191323,1.027828321,0,3.64761375,86.5,4,2.16377548,12/07/2024 16:32,0.016890936,13/07/2024 06:55
13/07/2024,1.339825616,1.402347373,3858.697775,0.993998809,0,5.169699997,101,33.5,2.006642752,13/07/2024 20:35,0,14/07/2024 04:21
14/07/2024,1.436678514,1.659535907,4137.634119,1.190206218,0,4.835750418,197,66.5,2.502754766,14/07/2024 16:05,0,15/07/2024 05:56
15/07/2024,1.319377888,1.537756149,3799.808317,1.0096622,0,4.690993386,86.5,14.5,2.39496867,15/07/2024 19:46,0,16/07/2024 04:26
16/07/2024,1.202388819,1.382017043,3462.879799,0.907957758,0,4.263674881,65,12,2.066930372,16/07/2024 20:34,0.011057178,17/07/2024 05:30
17/07/2024,1.321961536,1.507653513,3807.249223,1.007317725,0,5.097625488,73,46.5,2.349966528,17/07/2024 17:25,0,18/07/2024 03:57
18/07/2024,,1.345863629,,,,4.520275179,232,35.5,2.00499958,18/07/2024 16:05,0,19/07/2024 03:56
19/07/2024,1.261414739,1.353339095,3632.874449,1.00363854,0,4.564164265,98,26,2.244767189,19/07/2024 19:44,0.003331295,20/07/2024 04:38
20/07/2024,1.285335247,1.613207352,3701.765512,0.922465411,0,4.277836959,37,13.5,2.177485723,20/07/2024 16:10,0.001683833,21/07/2024 04:50
21/07/2024,1.30842803,1.375023129,3768.272727,1.098649924,0,4.740804655,123,61,2.203483199,21/07/2024 20:27,0.119547249,22/07/2024 08:28
22/07/2024,1.60304868,1.7177121,4616.780198,1.049669715,0,4.540275153,215,35.5,2.881162356,22/07/2024 16:20,0,23/07/2024 04:58
23/07/2024,1.467668004,1.579326204,4226.883852,1.269190318,0,5.055127469,246.5,92.5,3.572060044,23/07/2024 16:19,0,24/07/2024 04:37
24/07/2024,1.621063947,1.50242712,4668.664168,1.484673547,0,5.159281981,414,263.5,3.987111138,24/07/2024 16:07,0,25/07/2024 04:12
25/07/2024,1.420289685,1.010299957,4090.434291,1.564101475,0,5.209898204,382.5,292.5,4.420374368,25/07/2024 16:07,0,26/07/2024 03:59
26/07/2024,1.733132303,1.751587005,4991.421032,1.479550147,0,4.957758761,492,262.5,3.867733758,26/07/2024 16:05,0,27/07/2024 03:30
27/07/2024,1.499090025,1.298088569,4317.379273,1.433987161,0,5.160545359,344,220,3.349718332,27/07/2024 17:17,0,28/07/2024 04:51
28/07/2024,1.362206908,0.993656629,3923.155896,1.379474561,0,4.517379081,313,212.5,2.454491189,29/07/2024 16:05,0.011396159,29/07/2024 04:09
29/07/2024,1.719171909,1.491781776,4951.215098,1.529317532,0,5.194173433,468.5,270,3.642804612,29/07/2024 16:08,0,30/07/2024 04:53
30/07/2024,1.380069062,1.574898989,3187.959534,1.139874954,0,4.882736568,127,34.5,2.717465873,31/07/2024 03:42,0,30/07/2024 16:05
31/07/2024,,,0,,,,0,0,,,,
01/08/2024,,,0,,,,0,0,,,,
02/08/2024,,,0,,,,0,0,,,,
03/08/2024,,,0,,,,0,0,,,,
04/08/2024,1.210980947,1.367914739,689.048159,0.736346302,0,3.209081845,3,0,2.53115197,04/08/2024 19:22,0,05/08/2024 04:06
05/08/2024,1.402778332,1.572662584,4040.001597,1.147263912,0,4.703045524,163,30.5,2.639152671,05/08/2024 16:05,0,06/08/2024 04:42
06/08/2024,1.543875039,1.929061124,4446.360112,1.190954198,0,4.969668214,251,37.5,2.541778638,06/08/2024 18:33,0,07/08/2024 04:10
07/08/2024,1.358908148,1.458184436,3913.655466,1.154222413,0,4.723240688,188,46,2.336984606,07/08/2024 16:20,0,08/08/2024 04:07
08/08/2024,1.268190413,1.428053761,3652.38839,1.132143195,0,5.015378619,115.5,47.5,2.483481731,08/08/2024 17:21,0.009189769,09/08/2024 03:42
09/08/2024,1.244758944,1.388900108,3584.905758,1.095674521,0,4.188763167,141,54,2.915805542,09/08/2024 16:12,0.027546407,10/08/2024 05:40
10/08/2024,1.215284431,1.209685396,3500.01916,1.072225907,0,5.066241668,95.5,44.5,4.039491056,10/08/2024 16:05,0,11/08/2024 03:34
11/08/2024,1.300988914,1.392287947,3746.848071,1.221397239,0,4.999742995,166,96.5,2.531519791,11/08/2024 17:33,0,12/08/2024 03:40
12/08/2024,1.261750564,1.452323217,3633.841625,0.988767168,0,4.706648153,51,21,2.514337515,12/08/2024 17:07,0,13/08/2024 04:57
13/08/2024,1.036879978,1.010299957,2986.214337,0.946819836,0,4.303219392,63,10.5,2.107200542,13/08/2024 16:07,0,14/08/2024 03:46
14/08/2024,1.188020725,1.388900108,3421.499689,0.917226445,0,5.176122817,36.5,14.5,1.951197894,15/08/2024 16:05,0,15/08/2024 04:25
15/08/2024,1.344544419,1.289588953,3872.287928,1.230258419,0,4.652883483,201.5,100,3.043211167,15/08/2024 16:38,0,16/08/2024 04:50
16/08/2024,1.165939209,1.382017043,3357.904922,0.949116845,0,3.827569571,33,3.5,1.919006396,16/08/2024 16:07,0,17/08/2024 03:41
17/08/2024,1.214692936,1.204526943,3498.315655,1.17015827,0,4.51975005,173,55,2.367063252,17/08/2024 16:11,0,18/08/2024 04:01
18/08/2024,1.266828043,1.402347373,3648.464763,1.101727647,0,4.19427118,114,18,2.803491051,18/08/2024 16:07,0,19/08/2024 03:35
19/08/2024,,0.899273187,,,,4.114513574,176.5,7,2.188781842,19/08/2024 18:56,0,20/08/2024 03:54
20/08/2024,1.172187801,1.382017043,3375.900866,0.971925556,0,4.436294347,61.5,22.5,1.915601191,20/08/2024 19:04,0,21/08/2024 04:03
21/08/2024,1.177936964,1.458184436,3392.458456,0.952311731,0,4.327797708,36.5,8,2.001084794,21/08/2024 16:06,2.96E-18,22/08/2024 04:11
22/08/2024,1.154352289,1.360688062,3324.534593,0.992031142,0,4.592177424,41.5,20,2.188616875,22/08/2024 16:38,0,23/08/2024 03:53
23/08/2024,1.192569103,1.382017043,3434.599018,0.972132639,0,4.45681528,50,12.5,2.130269424,23/08/2024 16:05,0,24/08/2024 04:10
24/08/2024,0.950175863,0,2736.506487,1.177088725,0,4.661877588,91.5,46,2.401478031,24/08/2024 17:24,0,25/08/2024 00:09
25/08/2024,0,0,0,0,0,0,0,0,,,,
26/08/2024,,,,,,,,,,,,
27/08/2024,,,,,,,,,,,,
28/08/2024,,,,,,,,,,,,
29/08/2024,,,,,,,,,,,,
30/08/2024,,,,,,,,,,,,
31/08/2024,,,,,,,,,,,,
01/09/2024,,,,,,,,,,,,
02/09/2024,,,,,,,,,,,,
03/09/2024,,,,,,,,,,,,
04/09/2024,,,,,,,,,,,,
05/09/2024,,,,,,,,,,,,
06/09/2024,,,,,,,,,,,,
07/09/2024,,,,,,,,,,,,
08/09/2024,,,,,,,,,,,,
09/09/2024,,,,,,,,,,,,
10/09/2024,,,,,,,,,,,,
11/09/2024,,,,,,,,,,,,
12/09/2024,,,,,,,,,,,,
13/09/2024,,,,,,,,,,,,
14/09/2024,,,,,,,,,,,,
15/09/2024,,,,,,,,,,,,
16/09/2024,,,,,,,,,,,,
17/09/2024,,,,,,,,,,,,
18/09/2024,,,,,,,,,,,,
19/09/2024,,,,,,,,,,,,
20/09/2024,,,,,,,,,,,,
21/09/2024,,,,,,,,,,,,
22/09/2024,,,,,,,,,,,,
23/09/2024,1.652529904,1.659535907,2468.879676,0.571730093,0,3.277302006,21,0,2.031231045,23/09/2024 12:21,0,23/09/2024 11:33
24/09/2024,1.20919323,1.345863629,3482.476503,0.893872885,0,4.34563129,36,11,2.655719347,24/09/2024 11:33,0,25/09/2024 05:18
25/09/2024,1.122437905,1.224921346,3232.621167,0.852930527,0,4.828455588,40.5,16,2.398123077,25/09/2024 11:54,0,26/09/2024 04:57
26/09/2024,1.126727414,1.298088569,3244.974952,0.935409478,0,4.417577306,63.5,15,2.492655403,26/09/2024 11:54,0,27/09/2024 03:39
27/09/2024,1.136522149,1.085112113,3273.183788,1.001898907,0,4.715609795,83,15.5,2.395927229,27/09/2024 11:45,0.001801615,28/09/2024 04:06
28/09/2024,1.047696354,1.105205079,3017.365501,0.986860146,0,4.296242974,62.5,16.5,3.097015176,28/09/2024 12:01,0,29/09/2024 03:40
29/09/2024,0.924915524,0.805500858,2663.756709,0.996395526,0,4.776124599,89.5,27,2.727411112,29/09/2024 11:33,0,30/09/2024 05:15
30/09/2024,1.280908926,1.382017043,3689.017706,1.136254286,0,4.036180798,157,19,2.869633617,30/09/2024 12:49,0,01/10/2024 04:54
01/10/2024,1.357823086,1.289588953,3910.530488,1.231817099,0,4.1952962,307.5,47,3.055359726,01/10/2024 12:50,0,02/10/2024 05:25
02/10/2024,1.259918064,1.209685396,3628.564026,1.18211756,0,5.032976363,181,36,2.597570657,02/10/2024 11:41,0,03/10/2024 04:43
03/10/2024,1.303827385,1.298088569,3755.02287,1.207523298,0,3.844925529,250.5,37,3.280993979,03/10/2024 11:55,0,04/10/2024 04:44
04/10/2024,1.331119693,1.253822439,3833.624717,1.26989048,0,4.751720874,261.5,87,2.841548825,04/10/2024 17:45,0,05/10/2024 05:55
05/10/2024,0.905552596,0.610660163,2607.991475,0.91691498,0,3.672339887,51,6,1.682794907,05/10/2024 19:12,0,06/10/2024 06:02
06/10/2024,0.823716136,0.718916686,2372.302471,0.867849686,0,3.248086119,17.5,0,2.32816012,06/10/2024 12:00,0,07/10/2024 05:28
07/10/2024,1.287791358,1.148910993,3708.839111,1.258728146,0,4.897626651,286,68,2.982931974,07/10/2024 11:39,0,08/10/2024 05:50
08/10/2024,1.32548086,1.234770295,3817.384878,1.200877479,0,4.811076488,222.5,60,3.287524679,08/10/2024 11:36,0,09/10/2024 05:38
09/10/2024,1.283138907,1.298088569,3695.440053,1.189128255,0,3.95650267,212.5,33,2.86267912,09/10/2024 12:53,0,10/10/2024 05:39
10/10/2024,1.126723991,1.098643726,3244.965094,1.083176874,0,4.664144414,121.5,14,2.695808905,10/10/2024 11:43,0,11/10/2024 05:02
11/10/2024,1.329534542,1.05671433,3829.059482,1.26708467,0,4.998348804,266,96,2.94504336,11/10/2024 16:17,0,12/10/2024 05:56
12/10/2024,1.104819271,1.098643726,3181.879501,1.066128756,0,4.234470207,122,23,3.158123206,12/10/2024 11:36,0,13/10/2024 05:22
13/10/2024,1.034496182,1.193958978,2979.349005,0.96141017,0,3.294950954,26,0,2.375447091,13/10/2024 11:42,0,14/10/2024 04:34
14/10/2024,0.935738432,0.939519253,2694.926685,0.883277115,0,3.402271702,23.5,0.5,1.857086794,14/10/2024 11:53,0,15/10/2024 05:10
15/10/2024,1.031193229,1.160618572,2969.8365,0.900338294,0,4.431665414,33.5,9,2.346277563,15/10/2024 12:37,0,16/10/2024 05:02
16/10/2024,0.92341566,1.010299957,2659.4371,0.794892441,0,3.072117493,4.5,0,1.615946841,16/10/2024 17:23,0,17/10/2024 03:25
17/10/2024,0.946811257,0.993656629,2726.816419,0.854009029,0,3.007491733,4,0,2.019386342,17/10/2024 11:33,0,18/10/2024 03:56
18/10/2024,1.110289438,1.345863629,3197.633581,0.831905796,0,3.511936809,6.5,2,2.356752262,18/10/2024 11:33,0,19/10/2024 06:03
19/10/2024,0.780270027,0.778513012,2247.177679,0.757748545,0,3.228774943,12,0,2.120632376,19/10/2024 11:35,0,20/10/2024 05:47
20/10/2024,1.129745455,1.172018809,3253.666909,1.025602354,0,4.126922616,93.5,19,2.357307992,20/10/2024 16:31,0,21/10/2024 04:18
21/10/2024,,1.07114529,,,,4.330055637,43.5,8.5,2.292059555,21/10/2024 11:33,0,22/10/2024 04:00
22/10/2024,1.107082995,1.33825723,3188.399026,0.946245909,0,4.875732685,28,8,2.37325196,22/10/2024 12:30,0,23/10/2024 04:09
23/10/2024,1.054832187,1.244400834,3037.9167,0.831051789,0,3.769202982,15.5,5.5,2.136285585,23/10/2024 11:43,0,24/10/2024 04:28
24/10/2024,0.970429877,1.13687904,2794.838046,0.849175432,0,3.11778154,4.5,0,2.020982443,24/10/2024 11:33,0,25/10/2024 03:49
25/10/2024,0.878319264,0.993656629,2529.559481,0.761025202,0,2.999865348,3,0,1.979704452,25/10/2024 11:34,0,26/10/2024 05:05
26/10/2024,0.773499139,0.610660163,2227.67752,0.869752557,0,3.27932809,33,0,1.795673893,26/10/2024 11:33,0,27/10/2024 04:52
27/10/2024,0.941165735,0.567614443,2710.557318,1.088417494,0,4.168189774,158.5,18.5,3.584052775,27/10/2024 11:34,0,28/10/2024 03:44
28/10/2024,1.085870587,1.353339095,3127.307289,0.84156996,0,3.04929363,8.5,0,2.246582186,28/10/2024 11:35,0,29/10/2024 04:28
29/10/2024,1.006113187,1.13687904,2897.605979,0.937652643,0,4.724390246,31,13.5,2.090594748,29/10/2024 11:35,0,30/10/2024 04:09
30/10/2024,1.120971474,1.298088569,3228.397844,0.943370548,0,4.626168258,39,23,2.069010163,30/10/2024 11:34,0,31/10/2024 04:15
31/10/2024,1.02913655,1.224921346,2963.913265,0.888764363,0,3.32508033,4,0,2.16895581,31/10/2024 11:35,0.004294525,01/11/2024 03:22
01/11/2024,1.116958948,0.247973266,3216.84177,1.296590297,0,4.368238524,287.5,60.5,3.335405224,01/11/2024 12:47,0,02/11/2024 03:44
02/11/2024,1.224623901,1.041787319,3526.916836,1.215257876,0,5.011162176,228,68.5,3.20384205,02/11/2024 13:13,0,03/11/2024 04:26
03/11/2024,1.114992263,1.244400834,3211.177717,0.921826854,0,3.964269061,51,4,2.384573481,03/11/2024 11:36,0,04/11/2024 04:25
04/11/2024,1.095990256,1.07114529,3156.451936,1.022127847,0,3.690309514,107,6,2.879596648,04/11/2024 11:42,0,05/11/2024 05:44
05/11/2024,1.118197814,1.193958978,3220.409705,1.002707927,0,3.157588215,39.5,0,2.349335818,05/11/2024 11:33,0,06/11/2024 04:58
06/11/2024,1.221556997,1.253822439,3518.084152,1.016247233,0,3.261934613,73.5,0,2.763242748,06/11/2024 11:55,0,07/11/2024 06:04
07/11/2024,1.280891229,1.458184436,3688.966741,1.011657204,0,3.052120402,86,0,3.028150052,07/11/2024 11:33,0,08/11/2024 06:30
08/11/2024,1.043671175,0.993656629,3005.772984,1.045649646,0,3.09042031,89,0,2.950498725,08/11/2024 11:33,0,09/11/2024 05:35
09/11/2024,0.891208843,0.877659244,2566.681467,0.90621385,0,3.542905061,47,1,3.128132951,09/11/2024 11:35,0,10/11/2024 04:55
10/11/2024,0.909939097,0.919862254,2620.6246,0.848692929,0,3.042978908,4.5,0,2.415856578,10/11/2024 11:34,0,11/11/2024 05:02
11/11/2024,1.285139097,1.214843848,3701.200601,1.197026444,0,4.00763343,236,28.5,2.985846169,11/11/2024 11:39,0,12/11/2024 04:49
12/11/2024,1.12064245,1.085112113,3227.450256,1.014576952,0,3.554251657,118,6,2.860890587,12/11/2024 11:52,0,13/11/2024 05:02
13/11/2024,1.223728124,1.193958978,3524.336996,1.115461672,0,3.822466227,163.5,9,2.873690325,13/11/2024 12:59,0.007412874,14/11/2024 04:47
14/11/2024,1.02504039,1.05671433,2952.116324,1.011213967,0,3.515624847,107.5,1.5,3.232314928,14/11/2024 11:33,0,15/11/2024 04:17
15/11/2024,1.007934552,1.124504225,2902.851511,0.811184788,0,4.835496522,33.5,17,4.294039659,15/11/2024 11:33,0,16/11/2024 05:38
16/11/2024,1.100632247,0.610660163,3169.82087,1.211871531,0,4.812283775,226.5,51,2.965070147,16/11/2024 13:32,0,17/11/2024 05:40
17/11/2024,1.151438243,1.239585564,3316.14214,0.989045878,0,4.06865702,104.5,13,2.532313509,17/11/2024 15:15,0,18/11/2024 03:41
18/11/2024,,0.333447274,,,,4.965075488,121.5,25,3.468412612,18/11/2024 14:37,0,19/11/2024 03:33
19/11/2024,1.259323696,1.497137064,3626.852243,0.933852326,0,5.214750624,33,17,1.835374221,19/11/2024 22:40,0,20/11/2024 07:53
20/11/2024,0.994591312,1.130691632,2864.422978,0.845628368,0,3.769202982,15.5,5.5,1.966751664,20/11/2024 11:33,0,21/11/2024 08:12
21/11/2024,1.05404652,1.263043983,3035.653977,0.812096355,0,3.11778154,4.5,0,2.270841812,21/11/2024 11:33,0,22/11/2024 07:33
22/11/2024,0.806310643,0.854913022,2322.174652,0.77504519,0,2.999865348,3,0,1.537756149,22/11/2024 11:33,0,23/11/2024 08:49
23/11/2024,0.812234918,0.610660163,2339.236564,0.879362749,0,3.27932809,33,0,1.472920524,23/11/2024 22:29,0,23/11/2024 11:33
24/11/2024,0.921311314,0.46612587,2653.376586,1.093407381,0,4.168189774,158.5,18.5,1.839567874,24/11/2024 23:16,0,24/11/2024 11:33
25/11/2024,0.995531661,1.234770295,2867.131182,0.84207195,0,3.04929363,8.5,0,1.883434294,25/11/2024 11:33,0,26/11/2024 09:12
26/11/2024,1.1180482,1.306425028,3219.978816,0.919133657,0,4.724390246,31,13.5,2.136984517,26/11/2024 12:49,0,27/11/2024 08:53
27/11/2024,1.042824885,1.204526943,3003.335669,0.974861104,0,4.626168258,39,23,2.189299062,27/11/2024 12:17,0,28/11/2024 08:59
28/11/2024,1.107457866,1.314604473,3189.478653,0.855735412,0,3.32508033,4,0,1.892996303,28/11/2024 12:07,0.004294525,29/11/2024 08:06
29/11/2024,1.170180952,0.8309093,3370.121142,1.279220861,0,4.368238524,287.5,60.5,2.446783521,29/11/2024 23:20,0,29/11/2024 11:33
30/11/2024,1.140319532,0.877659244,3284.120251,1.258386024,0,5.011162176,228,68.5,2.431177118,30/11/2024 23:06,0,30/11/2024 11:33
01/12/2024,1.078515852,1.13687904,3106.125653,0.905169518,0,3.964269061,51,4,1.884102063,01/12/2024 11:38,0,02/12/2024 09:09
02/12/2024,1.115342073,1.160618572,3212.18517,1.040484938,0,3.690309514,107,6,2.06757818,02/12/2024 23:44,0,02/12/2024 11:33
03/12/2024,1.389178351,1.5681665,2003.195183,0.708085874,0,2.732703285,0.5,0,1.904490267,03/12/2024 15:47,0,03/12/2024 11:59
04/12/2024,0.937885434,0.939519253,2701.11005,0.877221687,0,3.386012676,6.5,0,1.941538293,04/12/2024 12:05,0,05/12/2024 03:17
05/12/2024,0.862654026,0.778513012,2484.443594,0.869400159,0,4.201227744,22,1,1.886068615,05/12/2024 15:21,0,06/12/2024 04:43
06/12/2024,0.952098644,0.976349933,2742.044094,0.81446958,0,2.909866129,2.5,0,1.692793004,06/12/2024 16:36,0,07/12/2024 04:49
07/12/2024,0.90764142,0.404833717,2614.007289,1.049457728,0,4.011949176,107.5,5.5,2.466770502,07/12/2024 12:53,0,08/12/2024 06:47
08/12/2024,0.765018705,0.610660163,2203.25387,0.808091194,0,2.684311138,0,0,2.303050663,08/12/2024 12:01,0,09/12/2024 04:18
09/12/2024,0.760130127,0.778513012,2189.174765,0.694617377,0,2.815039527,1,0,1.344648767,09/12/2024 13:07,0,10/12/2024 04:42
10/12/2024,0.974598328,0.805500858,2806.843185,0.968811729,0,2.952741603,5,0,2.574002526,10/12/2024 11:59,0,11/12/2024 06:59
11/12/2024,0.913119978,0.805500858,2629.785538,0.885433111,0,2.785379669,2.5,0,2.34611111,11/12/2024 12:35,0,12/12/2024 06:04
12/12/2024,0.768352907,0.404833717,2212.856373,0.908566034,0,3.179145168,9,0,2.451884094,12/12/2024 11:59,0,13/12/2024 05:20
13/12/2024,0.723569302,0.404833717,2083.879591,0.800152266,0,2.80729143,6.5,0,1.762782766,13/12/2024 15:52,0,14/12/2024 05:56
14/12/2024,0.699618149,0.519827994,2014.90027,0.782651928,0,3.439073619,17,1,2.019967667,14/12/2024 14:12,0,15/12/2024 05:06
15/12/2024,0.84216231,0.46612587,2425.427454,0.979261957,0,3.801431153,91.5,12,2.687184763,15/12/2024 12:31,0.007555607,16/12/2024 06:50
16/12/2024,0.867367649,0.899273187,2498.018828,0.753900803,0,2.8140144,1.5,0,1.743367825,16/12/2024 12:03,0,17/12/2024 05:11
