date,mean_light,median_light,sum_light,std_light,min_light,max_light,TAT_250_MEDI,TAT_2500_lux,Light_M10,Light_M10_Start,Light_L5,Light_L5_Start
15/11/2023,0.988482287,0.899273187,2846.828986,0.892657625,0,4.005327255,55.5,7.5,2.383833312,15/11/2023 16:05,0,16/11/2023 05:00
16/11/2023,0.958347425,1.026328939,2760.040583,0.845656059,0,3.2804691,8,0,1.860214806,16/11/2023 16:13,0,17/11/2023 03:19
17/11/2023,0.976425413,1.098643726,2812.105188,0.807561468,0,3.333229569,5.5,0,2.17398951,17/11/2023 16:22,0,18/11/2023 04:01
18/11/2023,1.232578847,1.491781776,3549.827078,0.940806794,0,3.264761172,29.5,0,2.005398904,19/11/2023 16:05,0,19/11/2023 04:37
19/11/2023,1.183676296,0.778513012,3408.987731,1.279518626,0,4.881253378,275,81.5,2.316225472,19/11/2023 16:12,0,20/11/2023 04:19
20/11/2023,0.961523633,1.111766433,2769.188062,0.843645894,0,3.184863128,8.5,0,1.69985239,20/11/2023 18:03,0,21/11/2023 04:31
21/11/2023,,1.172018809,,,,4.073144776,19.5,3.5,2.147244325,21/11/2023 16:13,0.119665498,22/11/2023 04:03
22/11/2023,1.109551769,1.395675785,3195.509096,0.883482255,0,3.15770452,5,0,1.75659524,22/11/2023 16:15,0,23/11/2023 04:47
23/11/2023,0.970725671,1.085112113,2795.689934,0.873566255,0,3.989928346,21,5.5,1.729715417,23/11/2023 16:23,0,24/11/2023 04:04
24/11/2023,0.99885177,1.111766433,2876.693096,0.851075909,0,4.268567208,7.5,5.5,1.792777486,25/11/2023 16:05,0,25/11/2023 04:24
25/11/2023,0.97441309,0.519827994,2806.3097,1.163046841,0,4.654812784,203,26,2.135272567,25/11/2023 16:05,0,26/11/2023 03:15
26/11/2023,0.874334034,0,2518.082019,1.014987674,0,3.809387309,68,1.5,1.592343335,26/11/2023 16:05,0.023063661,27/11/2023 07:54
27/11/2023,0.993113517,1.160618572,2860.166928,0.783934914,0,3.066128304,5.5,0,1.916242121,27/11/2023 16:08,0,28/11/2023 05:30
28/11/2023,0.95353704,1.026328939,2746.186675,0.868230232,0,3.025361173,4,0,1.467866165,28/11/2023 19:31,0,28/11/2023 16:05
29/11/2023,0.920516344,0.877659244,2651.087072,0.881812402,0,3.324447086,8.5,0,1.982573879,29/11/2023 16:48,0,30/11/2023 04:04
30/11/2023,0.832190587,0.649821463,2396.70889,0.856382291,0,2.886403293,4.5,0,1.995712826,30/11/2023 16:18,0.00023575,01/12/2023 04:12
01/12/2023,0.96737107,1.07114529,2786.028682,0.841482356,0,2.59474051,0,0,1.784266558,01/12/2023 16:07,0.002805936,02/12/2023 04:21
02/12/2023,0.941338289,0.610660163,2711.054273,1.072998031,0,4.229373094,146.5,31,0.927869295,02/12/2023 18:00,0,03/12/2023 04:56
03/12/2023,0.509634514,0,1467.747402,0.721565045,0,3.112909839,5,0,1.614680579,04/12/2023 16:05,0,03/12/2023 16:05
04/12/2023,1.02479217,0.899273187,2951.401449,0.982462191,0,2.979841902,28,0,2.244105218,04/12/2023 16:06,0,05/12/2023 05:20
05/12/2023,1.020779916,0.649821463,2939.846159,1.081989627,0,3.682877612,118,2,2.723493026,05/12/2023 16:10,0,06/12/2023 05:14
06/12/2023,1.010763432,0.778513012,2910.998685,1.0784641,0,4.325559583,142,18.5,1.83902935,06/12/2023 16:07,0,07/12/2023 04:58
07/12/2023,1.160712592,1.124504225,3342.852266,1.054381981,0,3.540214315,78,0.5,2.364044179,07/12/2023 16:05,0.003094021,08/12/2023 05:44
08/12/2023,1.05881959,0.685741739,3049.400419,1.146942997,0,3.66848283,192.5,8.5,2.281466939,08/12/2023 16:07,0,09/12/2023 06:09
09/12/2023,0.713231635,0,2054.107108,0.877016919,0,3.953684275,30,2,1.995759392,09/12/2023 16:25,0,10/12/2023 05:45
10/12/2023,0.587726739,0,1692.653009,0.810727211,0,2.983678147,7,0,1.59766265,11/12/2023 16:05,0,10/12/2023 16:05
11/12/2023,1.041812299,0.749736316,3000.419422,1.084535856,0,3.622831339,123,11.5,2.275986906,11/12/2023 16:09,0,12/12/2023 04:59
12/12/2023,0.845611994,0.247973266,2435.362544,1.010351063,0,3.406620219,75.5,0.5,1.703926518,13/12/2023 16:05,0,13/12/2023 05:27
13/12/2023,1.071938533,0.877659244,3087.182974,1.054536137,0,3.020603641,54,0,2.108782843,13/12/2023 17:27,0,14/12/2023 05:47
14/12/2023,0.741766659,0.141449773,2136.287977,0.891901589,0,3.285350238,11,0,1.938560143,14/12/2023 16:10,0,15/12/2023 04:38
15/12/2023,,0.404833717,,,,3.033021445,6,0,2.272000993,15/12/2023 16:06,0,16/12/2023 04:33
16/12/2023,1.021057986,0.141449773,2940.646999,1.240519997,0,4.67124562,259,21,1.538724172,17/12/2023 16:05,0,17/12/2023 03:55
17/12/2023,0.855712759,0.685741739,2464.452746,0.898179819,0,3.939772767,52,5,2.466792643,17/12/2023 16:15,0,18/12/2023 04:36
18/12/2023,,1.193958978,,,,3.899214036,2.5,1,1.92329144,18/12/2023 16:10,0,19/12/2023 04:35
19/12/2023,1.085832346,1.306425028,3127.197158,0.807450438,0,3.027092625,4,0,2.228996194,19/12/2023 16:05,0,20/12/2023 05:22
20/12/2023,0.962726472,0.993656629,2772.652238,0.79346944,0,3.48080577,14,0.5,1.706704304,20/12/2023 16:17,0,21/12/2023 06:33
21/12/2023,1.034415925,1.193958978,2979.117865,0.84267161,0,3.972469445,29.5,6,1.704969844,21/12/2023 16:10,0,22/12/2023 04:32
22/12/2023,0.960836198,1.085112113,2767.20825,0.862675545,0,3.575737296,8,1.5,2.224493359,22/12/2023 16:06,0,23/12/2023 05:38
23/12/2023,0.995692126,0.90956772,2867.593322,1.045160695,0,4.903746578,108.5,13,1.616233903,23/12/2023 16:14,0,24/12/2023 03:36
24/12/2023,0.948840214,0.877659244,2732.659817,0.979740848,0,3.925400798,82.5,17,1.353339095,24/12/2023 16:05,0,25/12/2023 04:43
25/12/2023,0.725882945,0.718916686,2090.542883,0.764294028,0,3.22976117,9,0,1.620948136,26/12/2023 16:05,0,26/12/2023 04:26
26/12/2023,1.027971771,1.314604473,2960.558702,0.860921668,0,2.946923641,3,0,1.845078661,26/12/2023 16:26,0,27/12/2023 03:55
27/12/2023,1.081632111,1.204526943,3115.100479,0.931201154,0,3.2725969,45.5,0,2.048932271,27/12/2023 16:10,0,28/12/2023 03:44
28/12/2023,1.1623467,1.428053761,3347.558497,1.060954013,0,3.85819781,124.5,8,1.850354922,28/12/2023 16:07,0,29/12/2023 03:54
29/12/2023,1.02940363,1.085112113,2964.682454,0.978908211,0,3.282654961,26,0,1.963911936,29/12/2023 16:09,0,30/12/2023 03:33
30/12/2023,1.110148813,0.993656629,3197.228582,1.175221335,0,4.647631151,174.5,42,2.540992027,30/12/2023 16:16,0,31/12/2023 04:07
31/12/2023,0.99639776,0.958324932,2869.625549,1.019297152,0,3.573600234,98,6.5,2.214271889,01/01/2024 16:05,0,01/01/2024 07:28
01/01/2024,1.143484274,0.778513012,3293.23471,1.384990306,0,4.812149797,231.5,142.5,1.546440775,02/01/2024 16:05,0,02/01/2024 04:14
02/01/2024,0.950030065,1.148910993,2736.086586,0.812304462,0,2.83821607,1.5,0,1.978613262,02/01/2024 16:19,0.002589281,03/01/2024 04:14
03/01/2024,1.018437066,0.958324932,2933.098749,1.042186318,0,4.417372699,119,30.5,2.101456893,03/01/2024 16:09,0.014609234,04/01/2024 06:05
04/01/2024,0.724401223,0.141449773,2086.275521,0.846571697,0,3.379711516,11.5,0,1.594867196,05/01/2024 15:59,0,05/01/2024 04:45
05/01/2024,0.862730853,0,2484.664857,1.133564415,0,3.721756222,171,58.5,1.017395374,06/01/2024 15:17,0,05/01/2024 16:05
06/01/2024,0.710913377,0.610660163,2047.430526,0.837027555,0,4.378850131,57.5,9,1.243041069,06/01/2024 16:37,0,07/01/2024 05:57
07/01/2024,0.683880038,0.141449773,1969.574509,0.851255894,0,3.670915338,38.5,8.5,2.557013679,07/01/2024 16:05,0.003463158,08/01/2024 07:20
08/01/2024,1.089625541,1.13687904,3138.121557,0.987872789,0,3.441742254,40,1,2.417171728,08/01/2024 16:28,0,09/01/2024 05:20
09/01/2024,1.094274045,0.993656629,3151.50925,1.080756378,0,3.52250683,115.5,1.5,2.899738167,09/01/2024 16:06,0,10/01/2024 05:01
10/01/2024,1.128868652,0.976349933,3251.141718,1.141115783,0,3.397075772,196,0,2.694956022,10/01/2024 16:15,0.02432533,11/01/2024 04:54
11/01/2024,1.089824357,1.026328939,3138.694149,1.012087753,0,3.718571436,66,11.5,2.303965727,11/01/2024 16:07,0,12/01/2024 04:46
12/01/2024,1.090272735,1.041787319,3139.985478,1.030508052,0,3.046298068,90.5,0,2.278409478,12/01/2024 16:15,0,13/01/2024 05:43
13/01/2024,0.82095325,0.805500858,2364.345361,0.806465367,0,3.015148006,1.5,0,1.683663585,13/01/2024 16:05,0.133134457,14/01/2024 09:02
14/01/2024,0.843308952,0.877659244,2428.729781,0.77860259,0,3.166453797,4.5,0,1.761123298,15/01/2024 16:05,0,15/01/2024 04:59
15/01/2024,,1.263043983,,,,4.04107593,31,10.5,2.526772064,15/01/2024 16:05,0,16/01/2024 03:55
16/01/2024,0.881312449,0.958324932,2538.179855,0.813569339,0,2.698935259,0.5,0,1.98428619,16/01/2024 16:08,0,17/01/2024 04:19
17/01/2024,1.057237096,1.322632712,3044.842835,0.801800739,0,2.925030895,0.5,0,2.124259255,17/01/2024 16:08,0,18/01/2024 04:22
18/01/2024,1.027652529,1.172018809,2959.639283,0.915493955,0,3.881128913,19.5,3,1.890567338,18/01/2024 16:34,0,19/01/2024 03:33
19/01/2024,0.99914916,1.13687904,2877.549582,0.809229021,0,2.803627795,3.5,0,1.796835097,19/01/2024 16:12,0,20/01/2024 04:45
20/01/2024,0.834368743,0,2402.981981,1.023319868,0,3.764627385,117,6.5,2.15490094,20/01/2024 16:05,0,21/01/2024 03:21
21/01/2024,1.122895918,0.805500858,3233.940243,1.265269282,0,4.920667002,259.5,53,2.287440643,21/01/2024 16:29,0,22/01/2024 03:54
22/01/2024,1.022413794,1.234770295,2944.551727,0.889594514,0,3.446791829,6,0.5,2.121578388,22/01/2024 16:11,0,23/01/2024 03:33
23/01/2024,1.18879428,1.395675785,3423.727526,0.899574802,0,3.883409301,19,7.5,1.821679773,23/01/2024 18:08,0,24/01/2024 04:47
24/01/2024,0.841254067,0.976349933,2422.811712,0.78203717,0,2.98816863,1,0,1.670931526,24/01/2024 16:08,0,25/01/2024 03:00
25/01/2024,0.991756334,1.183127429,2856.258241,0.778858686,0,3.122473101,5,0,1.631762851,26/01/2024 16:05,0,26/01/2024 04:48
26/01/2024,0.956686998,1.041787319,2755.258555,0.893935716,0,2.826906943,5,0,2.509053257,26/01/2024 16:10,0,27/01/2024 03:15
27/01/2024,1.041670618,1.330515232,3000.011381,0.813428404,0,2.590468435,0,0,1.866506562,27/01/2024 16:07,0,28/01/2024 03:40
28/01/2024,0.988540198,0.8309093,2846.995771,1.050224042,0,4.190793766,172.5,6.5,2.58179611,28/01/2024 16:05,0,29/01/2024 03:39
29/01/2024,1.007077733,1.204526943,2900.383871,0.803842569,0,2.948432528,1,0,1.819602146,29/01/2024 16:15,0.005323079,30/01/2024 04:36
30/01/2024,1.089329305,0.976349933,3137.268399,1.098483989,0,4.393148596,180.5,28,2.340265601,30/01/2024 16:05,0,31/01/2024 04:23
31/01/2024,1.025666465,0.939519253,2953.919419,1.057922245,0,3.897100121,121.5,20,2.080708911,31/01/2024 16:06,0,01/02/2024 04:17
01/02/2024,0.956473701,0.976349933,2754.644259,0.966182242,0,3.373529881,69.5,0,2.091420729,01/02/2024 16:05,0,02/02/2024 03:47
02/02/2024,1.119047608,0.899273187,3222.85711,1.179841206,0,4.34992528,217,55.5,2.497080636,02/02/2024 16:07,0,03/02/2024 04:28
03/02/2024,1.000805834,1.026328939,2882.320803,0.863869568,0,3.093127386,9,0,1.912479158,03/02/2024 16:06,0,04/02/2024 06:21
04/02/2024,0.821353195,0.567614443,2365.497203,0.960288948,0,4.009469593,61,29,1.677626378,04/02/2024 16:13,0,05/02/2024 04:41
05/02/2024,1.145274429,1.05671433,3298.390356,1.036539692,0,3.263395779,93,0,2.490896019,05/02/2024 16:10,0,06/02/2024 05:16
06/02/2024,1.162813461,1.05671433,3348.902768,1.075631569,0,3.778880253,146,19,2.889274719,06/02/2024 16:09,0,07/02/2024 05:05
07/02/2024,1.088396745,0.993656629,3134.582625,1.069235326,0,3.255204943,124,0,2.30585894,07/02/2024 16:06,0,08/02/2024 04:34
08/02/2024,1.007163088,0.877659244,2900.629692,1.038455286,0,3.214727314,108,0,2.850774617,08/02/2024 16:11,0,09/02/2024 04:21
09/02/2024,1.134645293,0.854913022,3267.778445,1.165777192,0,4.492649497,219.5,12.5,2.507977808,09/02/2024 16:44,0,10/02/2024 06:17
10/02/2024,1.007089762,1.018314448,2900.418514,0.872260328,0,3.626007589,45.5,3,1.680618478,10/02/2024 16:05,0,11/02/2024 06:33
11/02/2024,1.19641849,1.160618572,3445.685252,1.095932057,0,4.710390555,174.5,60,2.936639129,11/02/2024 16:41,0.001683833,12/02/2024 04:55
12/02/2024,1.159326486,0.993656629,3338.860281,1.118334497,0,3.890007208,177,15,3.664446405,12/02/2024 16:05,0,13/02/2024 05:02
13/02/2024,0.92290323,0.854913022,2657.961302,0.961440894,0,3.453905158,93.5,0.5,1.936899137,13/02/2024 16:08,0,14/02/2024 05:21
14/02/2024,0.953206286,1.001978293,2745.234103,0.909579515,0,3.037492235,10.5,0,2.361142088,14/02/2024 16:05,0,15/02/2024 04:11
15/02/2024,1.109516623,1.280919663,3195.407873,0.935143369,0,2.987136478,13.5,0,2.15522992,15/02/2024 16:16,0,16/02/2024 03:44
16/02/2024,1.149454505,1.214843848,3310.428974,0.962925658,0,4.393500095,84.5,8.5,2.73053196,16/02/2024 16:05,0.123183308,17/02/2024 03:54
17/02/2024,1.237223416,1.188543203,3563.203437,1.163901764,0,4.320569154,214.5,95,3.340620096,17/02/2024 16:07,0,18/02/2024 05:32
18/02/2024,1.162884495,1.124504225,3349.107346,1.05654861,0,4.466723227,139.5,17.5,2.57534423,18/02/2024 16:54,0,19/02/2024 03:24
19/02/2024,0.993298025,1.148910993,2860.698312,0.84736126,0,3.400147553,11,0.5,1.865577707,19/02/2024 16:05,0,20/02/2024 04:02
20/02/2024,1.147332555,1.280919663,3304.317757,0.903564497,0,4.244754953,10,1.5,2.151477291,20/02/2024 16:05,0,21/02/2024 04:21
21/02/2024,1.098104821,1.253822439,3162.541883,0.881368745,0,4.888956147,26.5,9.5,2.361176866,21/02/2024 16:07,0,22/02/2024 05:22
22/02/2024,1.040138802,1.204526943,2995.599749,0.858824627,0,2.660495506,0,0,1.671811467,22/02/2024 17:31,0,23/02/2024 03:38
23/02/2024,1.033671733,1.148910993,2976.974592,0.852139421,0,2.89500518,5.5,0,1.858174363,24/02/2024 16:05,0,24/02/2024 03:48
24/02/2024,1.174794089,1.408918021,3383.406978,0.944057404,0,3.927934682,17.5,0.5,2.422006395,24/02/2024 16:05,0,25/02/2024 04:04
25/02/2024,1.242949848,1.111766433,3579.695562,1.24304173,0,4.539020365,248,62.5,2.356880588,25/02/2024 16:17,0,26/02/2024 03:52
26/02/2024,,1.224921346,,,,3.784738507,23,4.5,1.850014477,26/02/2024 16:42,0,27/02/2024 05:00
27/02/2024,1.102253371,1.330515232,3174.48971,0.875459314,0,2.832352411,1.5,0,2.286417374,27/02/2024 16:09,0,28/02/2024 04:05
28/02/2024,1.266957621,1.579326204,3648.837949,0.86927411,0,3.182453172,13,0,1.80677175,29/02/2024 16:05,0.00023575,29/02/2024 06:04
29/02/2024,1.17293125,1.306425028,3378.042,0.883102392,0,3.440409986,18.5,0.5,1.956869325,29/02/2024 16:48,0,01/03/2024 03:29
01/03/2024,1.113640245,1.244400834,3207.283906,0.920021746,0,4.850473463,57.5,24,2.177635902,01/03/2024 16:46,0,02/03/2024 04:40
02/03/2024,0.816330186,0.778513012,2351.030936,0.876065863,0,4.243000325,23.5,6.5,1.548067242,02/03/2024 19:00,0,03/03/2024 03:46
03/03/2024,1.143070009,1.049250824,3292.041626,1.194611034,0,4.918679405,171.5,54,3.488201955,03/03/2024 16:18,0,04/03/2024 04:33
04/03/2024,1.453870258,1.446381812,4187.146344,1.264401732,0,4.104114113,290,116,3.138763968,04/03/2024 16:36,0,05/03/2024 05:22
05/03/2024,1.276513862,1.263043983,3676.359922,1.152138256,0,4.398337987,183.5,25.5,2.910243685,05/03/2024 17:01,0,06/03/2024 05:31
06/03/2024,1.422591881,1.263043983,4097.064617,1.250127163,0,4.963092211,288.5,104,3.431215757,06/03/2024 16:05,0,07/03/2024 05:10
07/03/2024,1.34771345,1.353339095,3881.414737,1.231954855,0,4.699586439,261.5,56,3.523710057,07/03/2024 16:05,0,08/03/2024 04:46
08/03/2024,1.368494407,1.392287947,3941.263891,1.236154868,0,4.711574587,267.5,52,3.011231011,08/03/2024 16:15,0.008494322,09/03/2024 05:09
09/03/2024,0.99711935,0.877659244,2871.703727,1.033240037,0,4.629649924,72,18,2.056161343,09/03/2024 16:05,0,10/03/2024 06:04
10/03/2024,1.076530518,1.13687904,3100.407891,0.931815534,0,3.417816169,38.5,1,2.248782214,10/03/2024 16:05,0,11/03/2024 04:41
11/03/2024,1.27391755,1.424911081,3668.882544,1.029758357,0,3.317741671,75,0,2.634134536,11/03/2024 16:05,0,12/03/2024 04:56
12/03/2024,1.297047586,1.33825723,3735.497047,1.150673539,0,3.763245252,237.5,17,3.114589282,12/03/2024 16:08,0,13/03/2024 04:28
13/03/2024,1.243779213,1.322632712,3582.084132,1.111191688,0,3.760583806,150.5,4.5,2.997172091,13/03/2024 16:08,0.010577531,14/03/2024 04:29
14/03/2024,1.190861881,1.234770295,3429.682218,1.023716972,0,3.852223733,92,17.5,1.997744116,14/03/2024 16:45,0,15/03/2024 04:55
15/03/2024,1.062530724,1.166318691,3060.088486,0.84402997,0,3.997258786,47.5,6.5,1.926440336,15/03/2024 16:09,0,16/03/2024 04:47
16/03/2024,1.097386541,1.07114529,3160.473237,1.095593379,0,4.487085748,110,40.5,2.650142324,16/03/2024 16:05,0,17/03/2024 05:37
17/03/2024,1.245699224,1.160618572,3587.613765,1.15034019,0,4.227673874,200,54,3.152208471,17/03/2024 16:05,0,18/03/2024 04:07
18/03/2024,0.835068191,0.749736316,2404.99639,0.84935978,0,3.681487268,39,3.5,2.05262393,18/03/2024 16:06,0,19/03/2024 05:07
19/03/2024,,1.314604473,,,,3.945269611,11,1.5,1.733438027,19/03/2024 16:05,0,20/03/2024 03:56
20/03/2024,0.88658812,0.778513012,2553.373785,0.904659563,0,4.845786409,31,21,1.842979646,20/03/2024 16:08,0,21/03/2024 02:59
21/03/2024,1.12142301,1.272073788,3229.698269,0.889802111,0,4.24384038,34,5,1.764029076,22/03/2024 16:05,0,22/03/2024 04:30
22/03/2024,1.181602342,1.449352515,3403.014745,0.925974557,0,3.548047745,43.5,4,2.599028375,22/03/2024 16:06,0.000910472,23/03/2024 04:06
23/03/2024,1.440295197,1.111766433,4148.050168,1.476554007,0,4.874109174,369.5,215.5,3.141593992,23/03/2024 16:05,0,24/03/2024 03:13
24/03/2024,1.238323055,1.306425028,3566.370397,1.037922953,0,4.147736905,147.5,13.5,2.331204158,24/03/2024 17:51,0.002198531,25/03/2024 06:30
25/03/2024,1.14383204,1.360688062,3294.236275,0.889299578,0,4.058196669,38.5,6,2.040506993,25/03/2024 16:09,0,26/03/2024 03:47
26/03/2024,,0.958324932,,,,2.857905146,3,0,1.898050484,26/03/2024 16:05,0,27/03/2024 04:50
27/03/2024,0.998377814,1.244400834,2875.328104,0.863619311,0,3.571631979,30,2.5,1.833244029,27/03/2024 16:06,0,28/03/2024 03:14
28/03/2024,1.013487613,1.160618572,2918.844325,0.911677704,0,4.716278699,21,11,2.331902574,28/03/2024 16:50,0,29/03/2024 04:04
29/03/2024,1.033912543,1.160618572,2977.668125,0.920869201,0,3.237474617,16.5,0,2.172152097,29/03/2024 16:07,0.07846626,30/03/2024 03:50
30/03/2024,1.130704178,0.958324932,3256.428033,1.103121348,0,4.306798039,168.5,28.5,2.332043913,30/03/2024 16:33,0,31/03/2024 05:10
31/03/2024,,0.567614443,,,,4.270472934,274.5,65,3.197778163,31/03/2024 17:16,0.000555745,01/04/2024 04:00
01/04/2024,0.880458455,0.854913022,2535.72035,0.851308306,0,3.200947574,21.5,0,1.9464277,01/04/2024 16:05,0,02/04/2024 04:28
02/04/2024,1.291733523,1.06392981,3720.192547,1.303578379,0,4.853285984,287,75,2.683748528,02/04/2024 16:16,0,03/04/2024 07:19
03/04/2024,1.10373584,1.302256798,3178.759219,1.002043489,0,3.85819781,73,15,2.349843919,03/04/2024 16:11,0,04/04/2024 04:51
04/04/2024,1.446554066,1.421768401,4166.075711,1.36594779,0,4.610252501,374.5,112,3.51907947,04/04/2024 16:05,0,05/04/2024 04:46
05/04/2024,1.180296511,0.519827994,3399.25395,1.337162411,0,4.672171405,302.5,98.5,3.055881564,05/04/2024 16:11,0,06/04/2024 05:31
06/04/2024,1.356163657,1.440357997,3905.751333,1.208967509,0,4.451006461,230,52,2.643028085,06/04/2024 17:15,0.003757798,07/04/2024 07:55
07/04/2024,1.348081131,1.306425028,3882.473656,1.295657082,0,4.774520177,260.5,79,3.705854818,07/04/2024 16:15,0,08/04/2024 04:43
08/04/2024,1.265736539,1.345863629,3645.321231,1.164316146,0,4.280684882,183.5,36,2.678544809,08/04/2024 17:37,0,09/04/2024 04:42
09/04/2024,1.426767824,1.428008927,4109.091332,1.261907665,0,4.464341976,300,82.5,4.001278417,09/04/2024 16:05,0,10/04/2024 05:42
10/04/2024,1.389603553,1.298088569,4002.058233,1.245759947,0,3.880600965,324,34,2.786453602,10/04/2024 16:41,0,11/04/2024 05:04
11/04/2024,1.365448601,1.360688062,3932.491972,1.252896615,0,4.053018484,311,31,3.253737394,11/04/2024 16:05,0,12/04/2024 05:15
12/04/2024,1.362999172,1.224921346,3925.437614,1.355921977,0,4.79895351,321.5,110.5,3.184879875,12/04/2024 16:15,0,13/04/2024 04:32
13/04/2024,1.096562545,0.939519253,3158.100131,1.098092439,0,3.71083129,97.5,13.5,2.325940042,13/04/2024 16:08,0,14/04/2024 06:05
14/04/2024,1.509092397,1.111766433,4346.186104,1.434426874,0,4.498100387,422,157,2.962313481,14/04/2024 17:40,0,15/04/2024 04:26
15/04/2024,1.16043966,1.360688062,3342.066219,1.008420851,0,4.744734878,46,21,2.612035862,15/04/2024 16:31,0,16/04/2024 04:41
16/04/2024,1.151258076,1.399011579,3315.62326,0.929935884,0,4.300180989,29.5,10.5,1.982700791,16/04/2024 16:05,0,17/04/2024 04:53
17/04/2024,1.180827956,1.395675785,3400.784512,1.049785459,0,3.84806836,94.5,9,2.678419616,17/04/2024 16:06,0,18/04/2024 03:42
18/04/2024,,1.166318691,,,,4.635726763,85.5,45.5,2.312071968,18/04/2024 16:06,0,19/04/2024 05:04
19/04/2024,1.073433069,1.111766433,3091.48724,0.968230907,0,4.4160404,48,11.5,2.034990769,19/04/2024 16:05,0,20/04/2024 05:05
20/04/2024,1.133076138,1.31051475,3263.259276,1.06520359,0,4.460143108,50,23.5,2.481765005,20/04/2024 16:05,0,21/04/2024 05:34
21/04/2024,1.361400202,1.263043983,3920.832583,1.334344233,0,4.426310496,313,98,2.964672587,21/04/2024 16:36,0,22/04/2024 03:31
22/04/2024,0.887291673,0.854913022,2555.400019,0.826810618,0,2.921639663,3.5,0,1.685363091,22/04/2024 16:22,0.000555745,23/04/2024 06:01
23/04/2024,0.742799513,0.519827994,2139.262598,0.824744339,0,3.816180296,30,6.5,1.389153831,24/04/2024 16:05,0,24/04/2024 03:51
24/04/2024,,1.07114529,,,,4.148307679,58.5,20.5,2.344067906,24/04/2024 16:05,0,25/04/2024 03:34
25/04/2024,1.334572695,0.985003281,3843.569361,1.382421935,0,4.970040949,351,114.5,2.791500237,25/04/2024 16:17,0,26/04/2024 03:51
26/04/2024,1.160060955,1.342060429,3340.975552,0.928749876,0,4.766407939,22,6.5,2.491379969,26/04/2024 16:22,0,27/04/2024 04:03
27/04/2024,1.264131246,1.111766433,3640.697989,1.261547218,0,4.730416442,267,53.5,2.657346889,27/04/2024 16:24,0,28/04/2024 05:18
28/04/2024,1.302712808,1.322632712,3751.812886,1.174036765,0,4.454684218,218,41.5,2.379272725,28/04/2024 19:11,0,29/04/2024 03:20
29/04/2024,1.149643928,1.111766433,3310.974513,1.107558821,0,4.47065565,162,39,2.441908539,29/04/2024 18:25,0,30/04/2024 04:32
30/04/2024,1.349118599,1.491781776,3885.461564,1.071931357,0,4.337252348,138,26.5,2.447469484,30/04/2024 16:06,0,01/05/2024 06:54
01/05/2024,1.493365451,1.507653513,4300.892499,1.096427966,0,3.811043877,243.5,22,2.942413638,01/05/2024 16:05,0,02/05/2024 05:26
02/05/2024,1.227613122,1.124504225,3535.525793,1.085071136,0,3.624581151,131.5,1,2.576412128,02/05/2024 17:47,0,03/05/2024 05:15
03/05/2024,1.277773364,1.276496725,3679.987288,1.235270973,0,3.803223517,270.5,21,2.753876931,03/05/2024 18:39,0,04/05/2024 06:22
04/05/2024,1.227791715,0.993656629,3536.04014,1.186074475,0,4.512063456,205,53.5,3.114353942,04/05/2024 16:22,0,05/05/2024 05:35
05/05/2024,1.196141639,0.939519253,3444.887921,1.22882957,0,4.643501631,190,119.5,2.125286033,05/05/2024 16:05,0,06/05/2024 05:23
06/05/2024,1.031769675,0.976349933,2971.496663,1.00598526,0,3.688942796,46,0.5,2.088399386,06/05/2024 16:07,0,07/05/2024 04:45
07/05/2024,1.341653358,1.33825723,3863.961672,1.237556521,0,4.693113581,231.5,112,2.147140665,07/05/2024 18:03,0,08/05/2024 04:37
08/05/2024,1.468262809,1.375023129,4228.596891,1.270941597,0,4.41742386,373,101,3.614649871,08/05/2024 16:05,0.000471499,09/05/2024 05:20
09/05/2024,1.471224776,1.388900108,4237.127355,1.162701233,0,4.194142882,287.5,72,3.298796439,09/05/2024 16:18,0,10/05/2024 05:25
10/05/2024,1.392117461,1.615234935,4009.298288,1.153255544,0,4.324325265,202.5,35.5,2.433134163,10/05/2024 20:50,0.003825273,11/05/2024 06:05
11/05/2024,1.249267962,1.193958978,3597.89173,1.082220537,0,4.481295259,158,33.5,2.279712561,11/05/2024 16:05,0,12/05/2024 04:20
12/05/2024,1.530786155,1.520443456,4408.664126,1.442757178,0,4.334505622,463.5,142.5,3.42169604,12/05/2024 16:05,0,13/05/2024 04:18
13/05/2024,1.234517337,1.382017043,3555.409931,0.987393091,0,4.747698239,74,25,2.147922076,13/05/2024 16:14,0,14/05/2024 04:47
14/05/2024,1.285076362,1.446381812,3701.019924,1.104260528,0,4.437566028,116,45.5,3.540074576,14/05/2024 16:07,0,15/05/2024 03:59
15/05/2024,,1.289588953,,,,3.284829876,32,0,2.087303761,15/05/2024 18:00,0,16/05/2024 05:27
16/05/2024,1.192780802,1.434249452,3435.20871,0.900773371,0,4.044409609,15.5,2.5,1.726604427,16/05/2024 16:31,0,17/05/2024 04:02
17/05/2024,0.777429569,0.685741739,2238.997159,0.739892184,0,3.648666349,10.5,1,0.984687342,18/05/2024 06:15,0.050383316,18/05/2024 11:15
18/05/2024,1.021491784,0.993656629,2941.896337,0.921012733,0,4.179307001,92.5,21.5,1.718731288,18/05/2024 16:14,0.005654304,19/05/2024 10:23
19/05/2024,0.800071659,0.46612587,2304.206378,0.986349239,0,4.308642089,80.5,40,2.692194547,19/05/2024 16:05,0,20/05/2024 00:44
